p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.58873227792708e-16	5.30309940922096	0.012	0	4.86138034471927e-12	10	Ccl2
5.29304684491006e-57	10.7143578424708	0.011	0	9.93981267005661e-53	11	Trgv2
5.29304684491006e-57	10.3698172534661	0.011	0	9.93981267005661e-53	11	Fgf3
5.29304684491006e-57	10.2506084940451	0.011	0	9.93981267005661e-53	11	Gm11725
5.29304684491006e-57	9.9963643909244	0.011	0	9.93981267005661e-53	11	Dntt
1.3929750731912e-84	9.97957597313776	0.017	0	2.61586788994576e-80	11	Gm44751
5.29304684491006e-57	9.2765394366938	0.011	0	9.93981267005661e-53	11	Gm26640
1.39544944382217e-63	9.13080267742695	0.017	0	2.62051451055365e-59	11	Trav16
5.29304684491006e-57	9.10319657693332	0.011	0	9.93981267005661e-53	11	Gm11110
2.64028279702224e-38	9.0911843811391	0.011	0	4.95818706452807e-34	11	Psd2
2.64028279702224e-38	8.91087398614137	0.011	0	4.95818706452807e-34	11	4933406I18Rik
9.36012358536865e-90	10.4161420878731	0.018	0	1.75773760809638e-85	12	Gm11730
1.65280808196615e-40	7.81452888751097	0.027	0	3.10380829712424e-36	12	Mt3
7.19273950050419e-37	7.43688820353386	0.027	0	1.35072455079968e-32	12	Hhatl
1.81718742032424e-36	7.38550803832419	0.018	0	3.41249625662689e-32	12	Vstm2a
1.41387704619501e-100	7.36388594347907	0.045	0	2.65511970504961e-96	12	Defb42
2.36235035264315e-45	7.17917755509529	0.018	0	4.43625772722858e-41	12	Tarm1
1.28623336713464e-20	7.16730849366774	0.018	0	2.41541764014214e-16	12	Cwh43
3.55836787677107e-71	7.13288446123609	0.036	0	6.6822590357884e-67	12	Shd
4.23758840417139e-85	7.10318865009664	0.045	0	7.95776726419346e-81	12	4930461G14Rik
1.83019949708489e-36	7.05961821679566	0.018	0	3.43693163557571e-32	12	Vegfd
